id,kind,t_host_s,trial,block,phase,last_marker_request_id,last_marker_code,payload_json,temperature,voltage,raw,line,error
167,grip,6.798344900016673,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.798344900016673}",25.0,0.81,0.81,"25,0.81",
168,grip,6.808490199968219,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.808490199968219}",25.0,0.81,0.81,"25,0.81",
169,grip,6.819215000024997,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.819215000024997}",25.0,0.81,0.81,"25,0.81",
170,grip,6.829286099993624,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.829286099993624}",25.0,0.81,0.81,"25,0.81",
171,grip,6.839337000041269,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.839337000041269}",25.0,0.81,0.81,"25,0.81",
172,grip,6.849395300028846,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.849395300028846}",25.0,0.81,0.81,"25,0.81",
173,grip,6.859790000016801,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.859790000016801}",25.0,0.81,0.81,"25,0.81",
174,grip,6.870429600006901,2,1,iti,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.870429600006901}",25.0,0.81,0.81,"25,0.81",
176,grip,6.881426000036299,3,1,prepare,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.881426000036299}",25.0,0.81,0.81,"25,0.81",
177,grip,6.892420200048946,3,1,prepare,161,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.892420200048946}",25.0,0.81,0.81,"25,0.81",
180,grip,6.903485700022429,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.903485700022429}",25.0,0.81,0.81,"25,0.81",
182,grip,6.913645599968731,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.913645599968731}",25.0,0.81,0.81,"25,0.81",
183,grip,6.923698500031605,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.923698500031605}",25.0,0.81,0.81,"25,0.81",
184,grip,6.934423699975014,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.934423699975014}",25.0,0.81,0.81,"25,0.81",
185,grip,6.945132500026375,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.945132500026375}",25.0,0.81,0.81,"25,0.81",
186,grip,6.9557049999712035,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.9557049999712035}",25.0,0.81,0.81,"25,0.81",
187,grip,6.965832800022326,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.965832800022326}",25.0,0.81,0.81,"25,0.81",
188,grip,6.9762916000327095,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.9762916000327095}",25.0,0.81,0.81,"25,0.81",
189,grip,6.986784600070678,3,1,prepare,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.986784600070678}",25.0,0.81,0.81,"25,0.81",
191,grip,6.999489300069399,3,1,feedback,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 6.999489300069399}",25.0,0.81,0.81,"25,0.81",
192,grip,7.009825100074522,3,1,feedback,178,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.009825100074522}",25.0,0.81,0.81,"25,0.81",
195,grip,7.020566800027154,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.020566800027154}",25.0,0.81,0.81,"25,0.81",
197,grip,7.031641100067645,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.031641100067645}",25.0,0.81,0.81,"25,0.81",
198,grip,7.042381800012663,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.042381800012663}",25.0,0.81,0.81,"25,0.81",
199,grip,7.052523300051689,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.052523300051689}",25.0,0.81,0.81,"25,0.81",
200,grip,7.06312980002258,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.06312980002258}",25.0,0.81,0.81,"25,0.81",
201,grip,7.073424000060186,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.073424000060186}",25.0,0.81,0.81,"25,0.81",
202,grip,7.084471400012262,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.084471400012262}",25.0,0.81,0.81,"25,0.81",
203,grip,7.094812000053935,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.094812000053935}",25.0,0.81,0.81,"25,0.81",
204,grip,7.104961300035939,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.104961300035939}",25.0,0.81,0.81,"25,0.81",
205,grip,7.115308100008406,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.115308100008406}",25.0,0.81,0.81,"25,0.81",
206,grip,7.125584500026889,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.125584500026889}",25.0,0.81,0.81,"25,0.81",
208,grip,7.136845299974084,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.136845299974084}",25.0,0.81,0.81,"25,0.81",
209,grip,7.147052200045437,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.147052200045437}",25.0,0.81,0.81,"25,0.81",
210,grip,7.15794389997609,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.15794389997609}",25.0,0.81,0.81,"25,0.81",
211,grip,7.168078299961053,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.168078299961053}",25.0,0.81,0.81,"25,0.81",
212,grip,7.180620700004511,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.180620700004511}",25.0,0.81,0.81,"25,0.81",
213,grip,7.1913477999623865,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.1913477999623865}",25.0,0.81,0.81,"25,0.81",
214,grip,7.2021967000328,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.2021967000328}",25.0,0.81,0.81,"25,0.81",
215,grip,7.213834100053646,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.213834100053646}",25.0,0.81,0.81,"25,0.81",
216,grip,7.223935500020161,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.223935500020161}",25.0,0.81,0.81,"25,0.81",
217,grip,7.233998600044288,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.233998600044288}",25.0,0.81,0.81,"25,0.81",
218,grip,7.2440644999733195,3,1,feedback,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.2440644999733195}",25.0,0.81,0.81,"25,0.81",
220,grip,7.254496800014749,3,1,result,193,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.254496800014749}",25.0,0.81,0.81,"25,0.81",
223,grip,7.265029400005005,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.265029400005005}",25.0,0.81,0.81,"25,0.81",
225,grip,7.275858300039545,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.275858300039545}",25.0,0.81,0.81,"25,0.81",
226,grip,7.286216599983163,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.286216599983163}",25.0,0.81,0.81,"25,0.81",
227,grip,7.296509400010109,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.296509400010109}",25.0,0.81,0.81,"25,0.81",
228,grip,7.307333900011145,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.307333900011145}",25.0,0.81,0.81,"25,0.81",
229,grip,7.317624100018293,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.317624100018293}",25.0,0.81,0.81,"25,0.81",
230,grip,7.328590300050564,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.328590300050564}",25.0,0.81,0.81,"25,0.81",
231,grip,7.3390353000722826,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.3390353000722826}",25.0,0.81,0.81,"25,0.81",
232,grip,7.349089400027879,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.349089400027879}",25.0,0.81,0.81,"25,0.81",
233,grip,7.35978649999015,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.35978649999015}",25.0,0.81,0.81,"25,0.81",
234,grip,7.370083200046793,3,1,result,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.370083200046793}",25.0,0.81,0.81,"25,0.81",
236,grip,7.380888300016522,3,1,iti,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.380888300016522}",25.0,0.81,0.81,"25,0.81",
237,grip,7.391577600035816,3,1,iti,221,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.391577600035816}",25.0,0.81,0.81,"25,0.81",
241,grip,7.401766299968585,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.401766299968585}",25.0,0.81,0.81,"25,0.81",
243,grip,7.412252900074236,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.412252900074236}",25.0,0.81,0.81,"25,0.81",
244,grip,7.422765500028618,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.422765500028618}",25.0,0.81,0.81,"25,0.81",
245,grip,7.432837600004859,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.432837600004859}",25.0,0.81,0.81,"25,0.81",
246,grip,7.443373800022528,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.443373800022528}",25.0,0.81,0.81,"25,0.81",
247,grip,7.453516200068407,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.453516200068407}",25.0,0.81,0.81,"25,0.81",
248,grip,7.463607600075193,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.463607600075193}",25.0,0.81,0.81,"25,0.81",
249,grip,7.474641700042412,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.474641700042412}",25.0,0.81,0.81,"25,0.81",
250,grip,7.485643599997275,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.485643599997275}",25.0,0.81,0.81,"25,0.81",
251,grip,7.495709000038914,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.495709000038914}",25.0,0.81,0.81,"25,0.81",
252,grip,7.505953400046565,3,1,iti,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.505953400046565}",25.0,0.81,0.81,"25,0.81",
254,grip,7.516638100030832,4,1,prepare,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.516638100030832}",25.0,0.81,0.81,"25,0.81",
255,grip,7.5270648000296205,4,1,prepare,238,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.5270648000296205}",25.0,0.81,0.81,"25,0.81",
258,grip,7.537135499995202,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.537135499995202}",25.0,0.81,0.81,"25,0.81",
260,grip,7.547841800027527,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.547841800027527}",25.0,0.81,0.81,"25,0.81",
261,grip,7.5579076000722125,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.5579076000722125}",25.0,0.81,0.81,"25,0.81",
262,grip,7.568330600042827,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.568330600042827}",25.0,0.81,0.81,"25,0.81",
263,grip,7.578958900063299,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.578958900063299}",25.0,0.81,0.81,"25,0.81",
264,grip,7.59058640000876,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.59058640000876}",25.0,0.81,0.81,"25,0.81",
265,grip,7.600688699982129,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.600688699982129}",25.0,0.81,0.81,"25,0.81",
266,grip,7.610771600040607,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.610771600040607}",25.0,0.81,0.81,"25,0.81",
267,grip,7.620860200026073,4,1,prepare,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.620860200026073}",25.0,0.81,0.81,"25,0.81",
269,grip,7.630938000045717,4,1,feedback,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.630938000045717}",25.0,0.81,0.81,"25,0.81",
270,grip,7.641192200011574,4,1,feedback,256,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.641192200011574}",25.0,0.81,0.81,"25,0.81",
273,grip,7.651306799962185,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.651306799962185}",25.0,0.81,0.81,"25,0.81",
275,grip,7.661845399998128,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.661845399998128}",25.0,0.81,0.81,"25,0.81",
276,grip,7.67265890003182,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.67265890003182}",25.0,0.81,0.81,"25,0.81",
277,grip,7.683006100007333,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.683006100007333}",25.0,0.81,0.81,"25,0.81",
278,grip,7.693858699989505,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.693858699989505}",25.0,0.81,0.81,"25,0.81",
279,grip,7.704220699961297,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.704220699961297}",25.0,0.81,0.81,"25,0.81",
280,grip,7.7148293000645936,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.7148293000645936}",25.0,0.81,0.81,"25,0.81",
281,grip,7.724915500031784,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.724915500031784}",25.0,0.81,0.81,"25,0.81",
282,grip,7.7356648000422865,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.7356648000422865}",25.0,0.81,0.81,"25,0.81",
284,grip,7.747094499995001,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.747094499995001}",25.0,0.81,0.81,"25,0.81",
285,grip,7.757487599970773,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.757487599970773}",25.0,0.81,0.81,"25,0.81",
286,grip,7.767580199986696,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.767580199986696}",25.0,0.81,0.81,"25,0.81",
287,grip,7.778093600063585,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.778093600063585}",25.0,0.81,0.81,"25,0.81",
288,grip,7.788735300069675,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.788735300069675}",25.0,0.81,0.81,"25,0.81",
289,grip,7.799743300070986,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.799743300070986}",25.0,0.81,0.81,"25,0.81",
290,grip,7.809996300027706,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.809996300027706}",25.0,0.81,0.81,"25,0.81",
291,grip,7.820554499980062,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.820554499980062}",25.0,0.81,0.81,"25,0.81",
292,grip,7.83132040000055,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.83132040000055}",25.0,0.81,0.81,"25,0.81",
293,grip,7.841417100047693,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.841417100047693}",25.0,0.81,0.81,"25,0.81",
294,grip,7.852059800061397,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.852059800061397}",25.0,0.81,0.81,"25,0.81",
295,grip,7.862229499965906,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.862229499965906}",25.0,0.81,0.81,"25,0.81",
296,grip,7.872328600031324,4,1,feedback,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.872328600031324}",25.0,0.81,0.81,"25,0.81",
298,grip,7.8827974000014365,4,1,result,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.8827974000014365}",25.0,0.81,0.81,"25,0.81",
299,grip,7.893738600076176,4,1,result,271,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.893738600076176}",25.0,0.81,0.81,"25,0.81",
302,grip,7.9038916999707,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.9038916999707}",25.0,0.81,0.81,"25,0.81",
304,grip,7.914047199999914,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.914047199999914}",25.0,0.81,0.81,"25,0.81",
305,grip,7.924665700062178,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.924665700062178}",25.0,0.81,0.81,"25,0.81",
306,grip,7.935936899972148,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.935936899972148}",25.0,0.81,0.81,"25,0.81",
307,grip,7.9472579000284895,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.9472579000284895}",25.0,0.81,0.81,"25,0.81",
308,grip,7.957341099972837,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.957341099972837}",25.0,0.81,0.81,"25,0.81",
309,grip,7.96772910002619,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.96772910002619}",25.0,0.81,0.81,"25,0.81",
310,grip,7.9795465000206605,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.9795465000206605}",25.0,0.81,0.81,"25,0.81",
311,grip,7.989785399986431,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 7.989785399986431}",25.0,0.81,0.81,"25,0.81",
312,grip,8.000771600054577,4,1,result,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.000771600054577}",25.0,0.81,0.81,"25,0.81",
314,grip,8.011597200063989,4,1,iti,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.011597200063989}",25.0,0.81,0.81,"25,0.81",
315,grip,8.022138200001791,4,1,iti,300,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.022138200001791}",25.0,0.81,0.81,"25,0.81",
319,grip,8.032563199987635,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.032563199987635}",25.0,0.81,0.81,"25,0.81",
321,grip,8.043583999969997,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.043583999969997}",25.0,0.81,0.81,"25,0.81",
322,grip,8.053971700021066,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.053971700021066}",25.0,0.81,0.81,"25,0.81",
323,grip,8.064087999984622,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.064087999984622}",25.0,0.81,0.81,"25,0.81",
324,grip,8.075048799975775,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.075048799975775}",25.0,0.81,0.81,"25,0.81",
325,grip,8.08510450005997,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.08510450005997}",25.0,0.81,0.81,"25,0.81",
326,grip,8.095782599993981,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.095782599993981}",25.0,0.81,0.81,"25,0.81",
327,grip,8.108768800040707,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.108768800040707}",25.0,0.81,0.81,"25,0.81",
328,grip,8.118858000030741,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.118858000030741}",25.0,0.81,0.81,"25,0.81",
329,grip,8.129028900060803,4,1,iti,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.129028900060803}",25.0,0.81,0.81,"25,0.81",
